model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Citroën C3 Aircross 1,6 BlueHDi 100 Iconic",109900,156000,2017,100,27,175,Diese,840,1.178,Manue,5
"Citroën C4 1,6 HDi 92 Seduction",69999,78000,2011,92,24,180,Diese,1.350,1.180,Manue,5
"Citroën C3 1,6 HDi 92 Attraction",34900,244000,2010,92,26,180,Diese,500,1.055,Manue,5
"Citroën C4 1,6 HDi 110 VTR E6G",34999,242000,2010,110,23,192,Diese,1.300,1.291,,5
Citroën C1 SX,27900,167000,2011,68,22,157,Benzin,,775,Manue,5
Citroën C4 Picasso,174500,62000,2017,120,26,189,Diese,1.600,1.555,Manue,5
"Citroën Grand C4 SpaceTourer 1,2 PT 130 Platinum EAT8",289900,16000,2019,130,21,200,Benzin,1.300,1.556,Automatis,5
Citroën C1 PureTech Feel Complet 82HK 5d,62700,62000,2018,,,,Benzin,,,,
"Citroën C1 1,0 Prestige",24999,187000,2009,68,22,157,Benzin,,800,,3
"Citroën Jumper 30 L2H2 2,2 Blue HDi Fleetline + pakke start/stop 140HK Van 6",184545,1372,2020,140,,,Diese,,,,
"Citroën C4 1,6 BlueHDi 100 Challenge",109800,84000,2016,100,30,180,Diese,1.550,1.440,Manue,5
"Citroën C4 Picasso 1,6 BlueHDi 120 Extravaganza",174900,58000,2017,120,26,189,Diese,1.600,1.555,Manue,5
"Citroën C3 1,6 BlueHDi 100 Seduction Upgrade",64900,144000,2015,100,33,189,Diese,1.150,1.280,Manue,5
"Citroën C3 1,6 BlueHDi 100 SkyLine",114900,52000,2018,100,27,185,Diese,600,1.220,Manue,5
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Intensive",174900,88000,2016,120,25,188,Diese,1.500,1.625,Manue,5
Citroën Xsara Picasso 8V 95 Advance,13900,325000,2005,95,13,171,Benzin,900,1.225,Manue,5
"Citroën Grand C4 Picasso 2,0 e-HDi 150 Intensive",109700,203000,2014,150,24,210,Diese,1.400,1.705,Manue,5
"Citroën C1 1,2 PT 82 Spo",64900,67000,2017,82,23,170,Benzin,,865,Manue,5
"Citroën C4 Picasso 1,6 e-HDi 115 Intensive",124800,98000,2014,115,25,189,Diese,1.600,1.555,Manue,5
"Citroën C1 1,0 VTi 72 VTR",79800,20000,2019,72,30,160,Benzin,,949,Manue,5
"Citroën C4 1,6 HDi 110 VTR+",17900,306000,2007,110,21,192,Diese,1.300,1.275,Manue,5
Citroën ë-C4 Shine Spo,314990,2000,2021,136,347,150,other,,1.516,Automatis,5
"Citroën C1 1,2 PT 82 Fee",57500,126000,2017,82,23,170,Benzin,,865,Manue,5
"Citroën C4 1,5 BlueHDi 130 Feel EAT8",267490,0,2021,130,26,206,Diese,1.200,1.289,Automatis,5
"Citroën C3 1,6 BlueHDi 75 Iconic",104500,44000,2018,75,31,174,Diese,600,1.065,Manue,5
"Citroën C3 1,2 PT 82 SkyLine",124500,37000,2018,82,22,173,Benzin,450,1.097,Manue,5
"Citroën Grand C4 Picasso 1,6 HDi 110 VTR+ E6G 7prs",17800,327000,2008,110,18,180,Diese,880,1.514,Automatis,5
Citroën Berlingo 16V Multispace,59900,186000,2008,110,12,170,Benzin,1.000,1.402,Manue,5
"Citroën C3 1,4 VTi Attraction",44999,191000,2010,95,17,184,Benzin,1.150,1.050,Manue,5
"Citroën C3 Picasso 1,6 HDi 110 Comfo",18500,224000,2009,110,20,183,Diese,950,1.308,Manue,5
"Citroën C3 1,4 HDi Attraction",27900,280000,2011,70,25,162,Diese,700,1.050,Manue,5
"Citroën C3 1,4 Family",9999,226000,2005,75,16,168,Benzin,900,1.000,Manue,5
"Citroën C5 2,0 16V Prestige",14900,271000,2006,138,,208,Benzin,1.500,1.350,,5
"Citroën C3 1,2 PT 83 Shine Spo",154900,2000,2021,83,21,166,Benzin,450,955,Manue,5
"Citroën C3 Picasso 1,6 C3 PICASSO 1,6 HDI 90 FAP",46700,276000,2011,92,,,Diese,,,Manue,
"Citroën C5 Aircross 1,6 Hybrid Shine Sport EAT8",374800,7000,2020,225,39,235,Benzin,1.300,1.755,Automatis,5
"Citroën C3 1,6 Blue HDi Seduction start/stop 100HK 5d",74800,109000,2016,100,33,,Diese,,,,5
Citroën Xsara Picasso 8V 95 Prestige,17900,220000,2005,95,13,171,Benzin,900,1.225,Manue,5
"Citroën C3 1,2 PT 83 Fee",124980,5000,2020,83,26,166,Benzin,450,955,Manue,5
"Citroën C1 1,2 PT 82 Shine",69900,82000,2017,82,23,170,Benzin,,865,Manue,5
"Citroën C5 2,0 HDi 140 Exclusive",34900,237000,2010,140,17,204,Diese,1.500,1.583,Manue,4
"Citroën DS3 1,6 e-HDi 90 Style",44700,180000,2011,92,28,182,Diese,500,1.085,Manue,3
Citroën C1 Seduction,34500,137000,2011,68,22,157,Benzin,,775,Manue,5
"Citroën C5 2,0 HDi 136 Dynamique au",79900,123000,2008,136,17,,Diese,,,Automatis,4
"Citroën DS5 2,0 BlueHDi 180 Style EAT6",169900,134000,2015,180,23,220,Diese,1.500,1.725,Automatis,5
"Citroën Grand C4 Picasso 1,8 16V VTR+ 7prs",16000,261000,2007,127,12,185,Benzin,1.200,1.601,Manue,5
Citroën C5 16V Prestige,8900,285000,2004,138,12,208,Benzin,1.500,1.350,Manue,5
"Citroën C1 1,2 PT 82 Iconic",63800,75000,2018,82,23,170,Benzin,,865,Manue,5
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Iconic",197800,68000,2018,120,25,189,Diese,1.500,1.625,Manue,5
"Citroën Grand C4 SpaceTourer 1,5 BlueHDi 130 Intensive+ EAT8",294800,16000,2019,130,28,198,Diese,1.500,1.586,Automatis,5
"Citroën C4 Picasso 1,6 e-HDi 115 Seduction",99900,165000,2013,115,25,189,Diese,1.600,1.555,Manue,5
"Citroën C3 1,4 HDi 70 Scoop 2",69900,66000,2015,70,26,163,Diese,700,1.190,Manue,5
"Citroën Grand C4 Picasso 1,6 HDi 112 Seduction E6G",59900,167000,2012,112,19,181,Diese,880,1.702,Automatis,5
"Citroën Jumper 30 L2H1 2,2 Blue HDi Proffline start/stop 140HK Van 6",174545,2500,2020,140,,,Diese,,,,
"Citroën C3 Picasso 1,6 e-HDi 90 Seduction E6G",54999,206000,2012,90,24,174,Diese,1.200,1.441,Automatis,5
"Citroën C3 1,5 BlueHDi 100 Supreme",109700,37000,2019,100,33,188,Diese,600,1.211,Manue,5
"Citroën C3 1,6 16V X-TR Sensodrive",29800,161000,2007,110,16,192,Benzin,900,1.050,Manue,5
Citroën Jumper 35+ HDi 165 L3H2 Flexline 35+ 2.2 HDi 165 L3H2 L3H2,329545,462,2020,165,13,,Diese,,,,
"Citroën C4 1,5 Blue HDi Shine Sport EAT8 130HK 5d 8g Au",379900,2500,2021,130,26,,Diese,,,,
"Citroën C4 Picasso 1,6 e-HDi 115 Intensive",69500,231000,2013,115,25,189,Diese,1.600,1.555,Manue,5
"Citroën C4 Cactus 1,6 BlueHDi 100 Fee",104900,77000,2015,100,32,184,Diese,870,1.070,Manue,5
"Citroën C1 1,0 VTi Sportline  5d",74990,25700,2018,72,29,160,Benzin,,1.240,Manue,4
"Citroën C3 1,4 HDi Attraction",29900,221000,2012,70,26,163,Diese,700,1.190,Manue,5
"Citroën C3 Picasso 1,6 HDi 90 Comfo",58900,117000,2011,90,22,174,Diese,1.200,1.401,Manue,5
"Citroën C1 1,2 PT 82 Comple",72800,35000,2017,82,23,170,Benzin,,865,Manue,5
"Citroën C3 1,2 VTi 82 Seduction",64900,85000,2013,82,22,174,Benzin,800,1.140,Manue,5
"Citroën C1 1,0 e-VTi 68 Fee",49900,98000,2015,68,26,157,Benzin,,860,Manue,5
Citroën C1,64900,67000,2016,68,26,157,Benzin,,860,Manue,5
"Citroën C3 1,6 BlueHDi 100 SportLine",129900,30000,2018,100,27,189,Diese,1.150,1.280,Manue,5
"Citroën C3 1,6 BlueHDi 75 Iconic",108000,58000,2018,75,31,174,Diese,600,1.065,Manue,5
"Citroën C3 1,4 HDi 70 Scoop 2",69900,63000,2015,70,26,163,Diese,700,1.190,Manue,5
Citroën B11,129800,99000,1949,,,,Benzin,,,Manue,
"Citroën C5 1,6 e-HDi 112 Seduction Tourer E6G",64700,189000,2011,112,22,190,Diese,1.000,1.440,Automatis,5
"Citroën C1 1,0",60000,44000,2014,69,,,Benzin,,,Manue,
"Citroën C4 1,5 BlueHDi 130 Shine Sport EAT8",359000,3000,2021,130,26,206,Diese,1.200,1.289,Automatis,5
Citroën C4 Picasso,159900,101346,2015,120,26,188,Diese,,1.555,Automatis,5
"Citroën C4 1,6 HDi 92 Seduction",64900,115000,2010,92,24,180,Diese,1.350,1.180,Manue,5
"Citroën C3 1,4 HDi Prestige",24900,154000,2008,70,23,165,Diese,900,1.050,Manue,5
Citroën C5 16V Comfort Tourer au,82900,100000,2009,140,11,202,Benzin,1.800,1.594,Automatis,5
"Citroën C3 1,4 HDi Seduction",34900,236000,2012,70,26,163,Diese,700,1.190,Manue,5
"Citroën C4 1,6 e-HDi 115 Seduction",89900,121000,2015,115,26,190,Diese,1.300,1.440,Manue,5
"Citroën C4 Cactus 1,2 PT 110 Fee",99000,,2015,110,21,188,Benzin,825,1.020,Manue,5
"Citroën Grand C4 Picasso 2,0 HDi 138 VTR+ E6G",34700,321000,2009,138,17,195,Diese,1.300,1.595,Automatis,5
"Citroën C4 Picasso 1,2 PT 130 Seduction",154700,70000,2016,130,20,201,Benzin,1.470,1.505,Manue,5
"Citroën C5 Aircross 1,6 Hybrid Feel EAT8",348800,1000,2020,225,39,225,Benzin,1.300,1.896,Automatis,5
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Seduction",174900,112000,2017,120,25,189,Diese,1.500,1.625,Manue,5
Citroën C1 Seduction,29380,160000,2012,68,23,157,Benzin,,805,Manue,5
"Citroën C1 1,0 e-VTi 68 Fee",44900,130000,2015,68,26,157,Benzin,,860,Manue,5
"Citroën C4 Cactus 1,5 BlueHDi 100 SkyLine",164900,22000,2019,100,28,184,Diese,950,1.218,Manue,5
"Citroën C3 1,4 HDi Family",16500,271000,2007,70,23,165,Diese,900,1.050,Manue,5
"Citroën C5 Aircross 1,5 BlueHDi 130 Platinum EAT8",279900,36000,2019,130,27,188,Diese,1.450,1.405,Automatis,5
Citroën C1 Prestige,26000,175000,2008,68,22,157,Benzin,,775,Manue,5
"Citroën C4 1,5 BlueHDi 130 Shine Sport EAT8",359800,1000,2021,130,26,206,Diese,1.200,1.289,Automatis,5
"Citroën C4 Cactus 1,2 PT 110 Shine",102800,57000,2014,110,21,188,Benzin,825,1.020,Manue,5
"Citroën Jumper 35+ 2,2 L2H2 Mandskabsvogn 2,2 Blue HDi Flexline start/stop 165HK Van",219545,10,2020,165,,,Diese,,,,
"Citroën Jumper 35+ 2,2 L4 dobb. kabine 2,2 Blue HDi Proffline start/stop 165HK DobKab",199545,0,2020,165,,,Diese,,,,
"Citroën Jumper 35+ 2,2 L4H2 Mandskabsvogn 2,2 Blue HDi Flexline start/stop 165HK Van",229545,0,2020,165,,,Diese,,,,
"Citroën B12 1,5 Torpedo Serie Luxe",99800,0,1926,,,,Benzin,,,Manue,4
"Citroën C4 1,6 HDi",14800,296000,2005,110,21,192,Diese,1.300,1.275,Manue,5
"Citroën C1 1,2 PT 82 Comple",69900,61000,2017,82,23,170,Benzin,,865,Manue,5
"Citroën C1 1,0 e-VTi 68 Shine",48000,90000,2014,68,26,157,Benzin,,860,,5
"Citroën C1 1,0 benzin",44900,116000,2015,69,,,Benzin,,,Manue,
"Citroën C1 1,0 Exclusive  5d",29900,193000,2013,68,23,157,Benzin,,1.190,Manue,4
"Citroën C4 1,6 BlueHDi 100 Millesime",127900,87000,2018,100,30,180,Diese,1.550,1.440,Manue,5
Citroën C4 HDI Advance 110HK 5d,12900,200000,2005,,21,,,,,,
"Citroën C3 Picasso 1,6 HDi 90 Comfo",22000,280000,2010,90,22,174,Diese,1.200,1.401,Manue,5
"Citroën Grand C4 Picasso 1,8 16V VTR+ 7prs",49900,197000,2007,127,12,185,Benzin,1.200,1.601,Manue,5
"Citroën Grand C4 Picasso 2,0 BlueHDi 150 Exclusive EAT6",163900,174000,2016,150,23,207,Diese,1.600,1.710,Automatis,5
Citroën C3 Blue HDi Shine Sport 100HK 5d,164900,9000,2020,100,,,Diese,,,,
"Citroën C3 1,5 Blue HDi Shine Sport 100HK 5d",166900,8200,2020,100,34,,Diese,,,,
Citroën C1 Cli,29900,120000,2010,68,22,157,Benzin,,775,Manue,5
Citroën C1,25900,112000,2006,68,22,157,Benzin,,775,Manue,5
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Intensive EAT6",139900,187000,2016,120,26,188,Diese,1.500,1.625,Automatis,5
"Citroën C3 1,5 BlueHDi 100 Shine",205490,0,2021,100,34,188,Diese,600,1.065,Manue,5
"Citroën C4 Picasso 1,6 BlueHDi 120 Intensive EAT6",159900,117000,2016,120,26,188,Diese,,1.555,Automatis,5
"Citroën Berlingo 1,6 HDi 110 Multispace",79900,118000,2011,110,19,173,Diese,1.000,1.404,Manue,5
Citroën C1 Seduction Cli,42500,51000,2013,68,23,157,Benzin,,805,Manue,5
"Citroën C5 1,6 HDi Advance",19700,238000,2007,109,18,190,Diese,1.000,1.400,Manue,5
"Citroën Grand C4 Picasso 1,6 HDi 112 Exclusive E6G 7prs",58900,218000,2011,112,19,181,Diese,880,1.702,Automatis,5
Citroën ë-C4 Shine Spo,309990,2000,2021,136,68,150,other,,1.516,Automatis,5
"Citroën Grand C4 Picasso 1,6 HDi 110 VTR E6G 7prs",34900,232000,2009,110,18,,Diese,,,Automatis,5
"Citroën C3 1,0 VTi 68 Attraction",59900,171000,2014,68,23,163,Benzin,775,1.120,Manue,5
"Citroën C4 2,0 HDi 150 Exclusive",69900,200000,2011,150,20,207,Diese,1.500,1.295,,5
"Citroën C1 1,0 VTi Shine 72HK 5d",109900,3000,2020,72,30,,Benzin,,,,
"Citroën C3 1,5 Blue HDi Shine 100HK 5d",189900,3000,2020,100,34,,Diese,,,,
"Citroën C1 1,0 VTi Shine 72HK 5d",109900,3000,2020,72,30,,Benzin,,,,
"Citroën DS3 1,2 VTi 82 Design",64900,117000,2013,82,22,172,Benzin,,1.050,Manue,3
"Citroën C3 1,6 BlueHDi 100 Challenge",54900,231000,2017,100,33,189,Diese,1.150,1.280,Manue,5
"Citroën C4 1,6 HDi 110 Prestige E6G",39500,276000,2009,110,23,192,Diese,1.300,1.291,Automatis,5
"Citroën C3 1,6 BlueHDi 75 Aspire",89900,104000,2017,75,31,174,Diese,600,1.065,Manue,5
"Citroën C4 1,6 HDi 92 Comfo",79900,75000,2011,92,24,180,Diese,1.350,1.180,Manue,5
"Citroën C4 Cactus 1,6 BlueHDi 100 Fee",89900,179000,2015,100,32,184,Diese,870,1.070,Manue,5
"Citroën C3 Picasso 1,6 BlueHDi 100 Upgrade",89900,72000,2015,100,26,179,Diese,900,1.420,Manue,5
"Citroën C3 1,2 VTi 82 Seduction",46900,122000,2014,82,22,174,Benzin,800,1.140,Manue,5
Citroën C4 Cactus,154900,25000,2019,100,28,184,Diese,950,1.218,Manue,5
Citroën Jumper 33,359500,63905,2017,130,17,,Diese,,,Manue,4
"Citroën C3 1,5 BlueHDi 100 Shine Spo",184600,2000,2020,100,34,188,Diese,600,1.065,Manue,5
"Citroën C5 2,0 HDi 16V Advance",52900,175000,2008,138,17,205,Diese,1.500,1.475,Manue,5
"Citroën C4 Picasso 1,6 BlueHDi 120 Intensive",79800,288000,2015,120,26,188,Diese,1.600,1.555,Manue,5
Citroën C3,180000,2000,2020,100,34,188,Diese,600,1.065,Manue,5
"Citroën Jumper 35+ 2,0 L4 2,0 Blue HDi Proffline start/stop 163HK Ladv./Chas. 6",234545,2000,2019,163,,,Diese,,,,
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Intensive EAT6",169800,160000,2016,120,26,188,Diese,1.500,1.625,,5
"Citroën Grand C4 SpaceTourer 1,5 BlueHDi 130 Executive EAT8",369800,1000,2021,130,30,198,Diese,1.500,1.621,Automatis,5
"Citroën Grand C4 SpaceTourer 1,5 BlueHDi 130 VIP EAT8",324800,1000,2021,130,30,198,Diese,1.500,1.603,Automatis,5
"Citroën C4 Picasso 1,6 e-HDi 115 Seduction",104900,160000,2014,115,,189,Diese,1.600,1.555,,5
Citroën C1,26900,145000,2007,68,22,157,Benzin,,775,Manue,5
"Citroën C3 1,2 PT 82 Seduction",74900,50000,2015,82,22,174,Benzin,800,1.140,Manue,5
"Citroën Jumpy 2,0 L2 2,0 Blue HDi Proffline 122HK Van 6",174990,9000,2019,122,20,,Diese,,,,
"Citroën C4 1,6 HDi 110 Advance",16900,344000,2008,110,21,192,Diese,1.300,1.275,Manue,5
Citroën C4,387990,1000,2021,130,26,206,Diese,1.200,1.289,Automatis,5
"Citroën C5 2,0 HDi 138 Dynamique Toure",54900,168000,2009,138,16,200,Diese,1.500,1.630,Manue,5
"Citroën C5 Aircross 1,6 B/EL Shine Sport EAT8 225HK 5d 8g Au",349900,7174,2020,225,71,,other,,,Automatis,
"Citroën C4 1,6 BlueHDi 100 Fee",69900,181000,2015,100,30,180,Diese,1.550,1.440,Manue,5
"Citroën C1 1,2 PureTech 82 Shine Airscape",69900,89000,2015,82,23,170,Benzin,,881,Manue,5
Citroën Xsara Picasso 8V 95 Advance,7900,255000,2005,95,13,171,Benzin,900,1.225,Manue,5
"Citroën DS4 1,6 e-HDi 112 Style",79900,131000,2012,112,22,190,Diese,1.300,1.450,Manue,5
"Citroën C4 Cactus 1,2 PureTech Feel ETG start/stop  5d Au",109900,116000,2015,82,23,173,Benzin,,1.510,Automatis,4
"Citroën C1 1,0 e-VTi 68 Fee",44500,123000,2014,68,26,157,Benzin,,860,,5
"Citroën Grand C4 Picasso 1,6 HDi 110 7prs",5000,320000,2007,110,17,180,Diese,880,1.505,Manue,5
Citroën C5 V6 Exclusive Weekend au,14900,317000,2004,210,10,226,Benzin,1.600,1.525,Automatis,5
Citroën C1 Seduction Cli,32600,109000,2012,68,22,157,Benzin,,805,Manue,5
"Citroën DS5 2,0 BlueHDi 180 Design EAT6",149900,134000,2015,180,23,220,Diese,1.500,1.725,Automatis,5
"Citroën C5 1,6 HDi Elegance",34800,141000,2006,109,18,190,Diese,1.000,1.400,Manue,5
"Citroën C4 Cactus 1,6",,119000,2014,92,,,Diese,,,Automatis,
Citroën C4 Cactus Blue HDi Platium 100HK 5d 6,174900,16000,2019,100,,,Diese,,,,
"Citroën C5 2,0 HDi 163 Seduction Tourer au",109900,111000,2013,163,14,208,Diese,1.000,1.696,Automatis,5
Citroën C1,110000,3000,2020,72,30,160,Benzin,,949,Manue,5
Citroën C1,110000,3000,2020,72,30,160,Benzin,,949,Manue,5
Citroën C3,180000,3000,2020,100,34,188,Diese,600,1.065,Manue,5
"Citroën C1 1,0 e-VTi 68 Fee",69900,48000,2015,68,26,157,Benzin,,860,Manue,5
Citroën C1 Cli,24700,185000,2011,68,22,157,Benzin,,775,Manue,5
"Citroën C5 Aircross 1,6 Hybrid Feel EAT8",309990,5000,2020,225,39,225,Benzin,1.300,1.896,Automatis,5
"Citroën C1 1,2 PureTech 82 Feel Comple",59900,62000,2016,82,23,170,Benzin,,865,Manue,5
"Citroën C1 1,0 VTi 72 Le Mans",114990,0,2021,72,25,160,Benzin,,815,Manue,5
"Citroën Berlingo 1,5 L1 1,5 Blue HDi Proffline EAT8 start/stop 130HK Van 8g Au",169545,5000,2020,130,26,,Diese,,,,
Citroën Xantia X,8000,238000,1994,89,13,175,Benzin,1.200,1.200,Manue,5
"Citroën C5 Aircross 1,6 PT 180 SportLine EAT8",324900,13000,2020,180,19,216,Benzin,1.500,1.405,Automatis,5
Citroën C5 Aircross,390000,675,2020,225,39,235,Benzin,1.300,1.755,Automatis,5
"Citroën C4 1,2 PT 130 Feel EAT6",119900,99000,2015,130,20,197,Benzin,1.550,1.410,Automatis,5
"Citroën DS4 1,6 HDi 112 Style",99700,71000,2013,112,21,190,Diese,1.300,1.428,Manue,5
"Citroën C4 Cactus 1,6 e-HDi 92 Feel ETG6",69700,252000,2014,92,29,184,Diese,865,1.055,Automatis,5
"Citroën Grand C4 Picasso 2,0 BlueHDi 150 Intensive EAT6",174900,140000,2016,150,23,207,Diese,1.600,1.710,Automatis,5
"Citroën Jumpy 2,0 L2 2,0 Blue HDi Masterline 150HK Van 6",189545,3000,2020,150,,,Diese,,,,
"Citroën C1 1,2 PT 82 Extravaganza",69900,31000,2017,82,23,170,Benzin,,865,Manue,5
Citroën C5 V6 Exclusive au,24800,255000,2005,210,10,230,Benzin,1.300,1.550,Automatis,5
"Citroën C5 2,0 HDi 163 Comfort Tourer au",76800,213000,2010,163,14,208,Diese,1.000,1.696,Automatis,5
"Citroën C4 Cactus 1,2",99999,86796,2016,110,,,Benzin,,,Manue,
"Citroën Jumpy 2,0 L3 2,0 Blue HDi Masterline 122HK Van 6",189545,6325,2019,122,,,Diese,,,,
"Citroën Jumper 33 2,2 L3H2 2,2 Blue HDi Fleetline + pakke start/stop 165HK Van 6",244545,2000,2020,165,18,,Diese,,,,
"Citroën Jumpy 2,0 L2 2,0 Blue HDi Fleetline EAT8 122HK Van 8g Au",184545,6000,2020,122,,,Diese,,,,
"Citroën C4 Picasso 1,6 e-HDi 115 Seduction",89900,153000,2014,115,25,189,Diese,1.600,1.555,Manue,5
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Iconic EAT6",199900,71000,2017,120,25,188,Diese,1.500,1.625,Automatis,5
"Citroën C4 Cactus 1,6 BlueHDi 100 Fee",94000,133000,2015,100,32,184,Diese,870,1.070,Manue,5
"Citroën C4 1,6 e-HDi 115 Seduction E6G",74900,153000,2014,115,26,190,Diese,400,1.440,Automatis,5
"Citroën C1 1,0 VTi 72 Shine",114900,5000,2021,72,30,160,Benzin,,949,Manue,5
"Citroën C5 1,6 HDi Elegance",29995,265000,2006,109,18,190,Diese,1.000,1.400,Manue,5
"Citroën C4 Cactus 1,2 PT 82 Fee",89000,132000,2015,82,22,167,Benzin,720,965,Manue,5
"Citroën C6 3,0 HDi V6 Exclusive au",189500,142000,2010,241,14,235,Diese,1.620,1.848,Automatis,4
"Citroën DS3 1,6 Sport Paris Edition",94500,89000,2014,150,,,Diese,,,Manue,
"Citroën C4 1,6 16V 110 Prestige au",22900,179000,2005,109,13,188,Benzin,1.200,1.275,Automatis,5
"Citroën C5 2,0",7900,292000,2002,,,,Benzin,,,,5
"Citroën C1 1,0 e-VTi 68 Scoop",59800,125000,2014,68,,157,Benzin,,860,,5
"Citroën C5 2,0 HDi 140 Seduction Toure",56900,165000,2011,140,18,200,Diese,1.800,1.630,Manue,5
"Citroën Grand C4 Picasso 2,0 HDI Exclusive  6g Au",59995,214000,2011,163,15,,Diese,,2.325,Automatis,5
Citroën C3,180490,2,2020,100,34,188,Diese,600,1.065,Manue,5
Citroën C3,177590,1000,2020,100,34,188,Diese,600,1.065,Manue,5
"Citroën C5 2,0",7500,509000,2003,,,,Diese,,,,
"Citroën C1 1,0 e-VTi 68 Scoop",54900,41000,2014,68,26,157,Benzin,,860,Manue,5
"Citroën C1 1,2 PT 82 Fee",54800,119000,2017,82,23,170,Benzin,,865,Manue,5
"Citroën C3 Picasso 1,6 HDi 90 Comfo",59800,168000,2012,90,22,174,Diese,1.200,1.401,Manue,5
"Citroën C4 1,6 BlueHDi 120 Millesime",124400,100000,2018,120,28,197,Diese,1.550,1.455,Manue,5
"Citroën C1 1,0 VTi Live  3d",54900,47000,2014,68,23,157,Benzin,,1.190,Manue,4
"Citroën C5 2,0 HDi Elegance au",34800,281000,2007,138,14,204,Diese,1.100,1.525,Automatis,5
"Citroën C3 1,6 BlueHDi 75 Iconic LTD",104900,64000,2018,75,31,174,Diese,600,1.065,Manue,5
"Citroën C4 Picasso 1,6 HDI",79800,86000,2010,110,,,Diese,,,Automatis,
"Citroën Jumpy 2,0 HDi 120 Atlante",159900,191000,2011,120,14,170,Diese,,2.067,Manue,5
"Citroën ZX 1,4 Reflex",9900,63000,1996,75,14,172,Benzin,1.000,950,Manue,5
"Citroën C1 1,0 VTi 72 Shine",94900,5000,2020,72,30,160,Benzin,,949,Manue,5
"Citroën C1 1,0 VTi 72 Shine",96900,2000,2020,72,30,160,Benzin,,949,Manue,5
"Citroën C4 1,6 e-HDi 112 Seduction E6G",67321,194000,2011,112,24,190,Diese,1.300,1.265,Automatis,5
"Citroën C3 1,2",89500,22000,2016,81,,,Benzin,,,Manue,
"Citroën C4 SpaceTourer 1,5 Blue HDi VIP EAT8",349990,50,2020,130,,,Diese,,,Automatis,
Citroën C4,149900,75000,2017,120,26,192,Diese,1.450,1.275,Automatis,5
"Citroën C3 1,6 BlueHDi 75 Coo",98700,66000,2017,75,31,174,Diese,600,1.065,Manue,5
"Citroën Grand C4 Picasso 1,6 5",49500,183000,2010,108,,,Diese,,,Automatis,
"Citroën Grand C4 Picasso 1,6 BlueHDi 120 Iconic EAT6",225000,112000,2019,120,25,188,Diese,1.500,1.625,Automatis,5
"Citroën Grand C4 SpaceTourer 1,5 BlueHDi 130 Platinum EAT8",279900,18000,2019,130,28,198,Diese,1.500,1.586,Automatis,5
"Citroën C4 1,6 BlueHDi 100 Challenge",109900,98000,2016,100,30,180,Diese,1.550,1.440,Manue,5
"Citroën Grand C4 Picasso 1,6 E-HDI",67500,175000,2013,112,,,Diese,,,Automatis,
"Citroën DS5 2,0 HDi 163 Style au",165000,57000,2014,163,17,212,Diese,1.500,1.515,Automatis,5
Citroën C5 V6 Exclusive au,39500,189000,2005,210,10,230,Benzin,1.300,1.550,Automatis,5
"Citroën C4 Cactus 1,6 e-HDi 92 Feel ETG6",99980,120000,2015,92,29,184,Diese,865,1.055,Automatis,5
"Citroën Grand C4 Picasso 2,0 BlueHDi 150 Intensive",159800,122000,2014,150,24,210,Diese,1.700,1.705,Manue,5
"Citroën DS4 1,6 HDi 112 Style",70000,141000,2013,112,21,190,Diese,1.300,1.428,Manue,5
"Citroën C3 1,2 PT 110 Iconic",94900,64000,2017,110,22,188,Benzin,600,1.025,Manue,5
"Citroën C4 Picasso 2,0 HDi 163 Exclusive au",99900,125000,2012,163,15,190,Diese,1.400,1.753,Automatis,5
"Citroën C5 2,0 2,0 HDi Exclusive Weekend",18000,325000,2005,,,,Diese,,,Manue,
"Citroën C3 1,6 BlueHDi 75 Iconic",119900,26000,2018,75,,174,Diese,600,1.065,,5
"Citroën C1 1,0 1,0i Seduction Cli",22500,158000,2012,68,,,Benzin,,,Manue,
Citroën Jumper 33,379900,68944,2016,130,,,Diese,2.000,3.300,Manue,
Citroën C1 SX,22800,258000,2010,68,22,157,Benzin,,775,Manue,5
"Citroën Grand C4 Picasso 1,6 HDi 112 Seduction 7prs",94700,138000,2013,112,19,181,Diese,880,1.693,Manue,5
"Citroën C1 1,0 VTi Shine 72HK 5d",99900,9000,2020,72,30,,Benzin,,,,
"Citroën C1 1,0 Seduction Clim 68HK 5d",34800,107000,2013,68,23,,Benzin,,,,5
"Citroën C3 1,4 Attraction",54900,110000,2011,73,16,163,Benzin,1.105,1.005,Manue,5
"Citroën C4 Cactus 1,2 PT 82 Fee",84900,132000,2015,82,22,167,Benzin,720,965,Manue,5
"Citroën C1 1,2 PT 82 Spo",59900,95000,2016,82,23,170,Benzin,,865,Manue,5
"Citroën C3 Aircross 1,2 PureTech Iconic EAT6 start/stop  5d 6g Au",169900,58000,2018,110,18,183,Benzin,,1.815,Automatis,4
"Citroën C4 Cactus 1,6 BlueHDi 100 Feel+",124999,47000,2017,100,32,184,Diese,870,1.070,Manue,5
