model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Mercedes S500 4,7 aut. 4Matic",919900,105000,2016,455,11,250,Benzin,2.100,1.950,Automatis,4
"Mercedes GLC350 d 3,0 AMG Line aut. 4Matic",725000,65000,2018,258,16,238,Diese,2.500,1.890,Automatis,5
"Mercedes E350 d 3,0 stc. au",459700,144000,2018,258,18,250,Diese,2.100,1.800,Automatis,5
"Mercedes GLE450 3,0 AMG aut. 4Matic",769800,86000,2016,367,12,250,Benzin,3.500,2.080,Automatis,5
"Mercedes S63 5,5 AMG Coupé aut. 4Matic",1599000,31000,2015,585,10,250,Benzin,,1.870,Automatis,2
"Mercedes CLK240 2,6 Elegance au",128500,131000,2002,170,11,234,Benzin,1.500,1.500,Automatis,2
"Mercedes E350 d 2,9 stc. au",749900,66000,2019,286,20,250,Diese,2.100,1.935,Automatis,5
"Mercedes CLS53 3,0 AMG aut. 4Matic+",1574900,21000,2020,435,12,250,Benzin,1.900,1.880,Automatis,4
"Mercedes C220 2,2 CDi stc. aut. BE",109800,320000,2012,170,20,219,Diese,1.800,1.565,Automatis,5
Mercedes C220 d,319900,50000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes CLS350 3,0 BlueTEC au",449000,56000,2015,258,18,250,Diese,,1.745,Automatis,4
"Mercedes CLA200 d 2,0 AMG Line au",479900,5000,2020,150,26,226,Diese,1.600,1.545,Automatis,4
"Mercedes B200 d 2,2 Urban au",324900,47000,2017,136,24,210,Diese,1.500,1.505,Automatis,5
"Mercedes C200 1,5 AMG Line stc. au",499900,15000,2020,184,18,235,Benzin,1.800,1.465,Automatis,5
"Mercedes A250 e 1,3 AMG Line au",414900,9000,2020,218,36,235,Benzin,1.600,1.680,Automatis,5
"Mercedes GLE43 3,0 AMG Coupé aut. 4Matic",799900,95000,2016,367,11,250,Benzin,3.500,2.240,Automatis,5
"Mercedes C300 de 2,0 AMG Line au",519900,9000,2020,306,32,250,Diese,1.800,1.895,Automatis,4
"Mercedes C300 de 2,0 AMG Line stc. au",559900,15000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes GLE350 d 3,0 Coupé aut. 4Matic",699800,138000,2015,258,14,226,Diese,2.900,2.250,Automatis,5
"Mercedes A200 1,6 AMG Line au",229700,138000,2014,156,19,224,Benzin,1.400,1.295,Automatis,5
"Mercedes CLA220 d 2,2 Shooting Brake au",254900,128000,2016,177,24,228,Diese,1.500,1.455,Automatis,5
"Mercedes R320 3,0 CDi aut. 4Matic",114900,317000,2007,224,11,222,Diese,2.100,2.220,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. au",369700,239000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes E200 2,0 Avantgarde stc. au",489900,27000,2018,184,16,231,Benzin,2.100,1.705,Automatis,5
"Mercedes CLA200 d 2,0 AMG Line au",484900,9000,2020,150,26,226,Diese,1.600,1.545,Automatis,4
"Mercedes GLC350 d 3,0 AMG Line aut. 4Matic",624900,84000,2019,258,16,238,Diese,2.500,1.890,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",309900,55000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes 220 E 2,1",145000,251000,2011,168,,,Diese,,,Automatis,
"Mercedes CLA220 d 2,0 AMG Line Shooting Brake au",489900,11000,2020,190,26,237,Diese,1.600,1.585,Automatis,5
"Mercedes C400 3,0 AMG stc. aut. 4Matic",154900,150000,2017,333,13,250,Benzin,1.800,1.730,Automatis,5
"Mercedes B200 2,2 CDi Urban au",175000,284000,2015,136,24,210,Diese,1.500,1.505,Automatis,5
"Mercedes CLA220 d 2,0 AMG Line Shooting Brake au",459900,9000,2020,190,25,237,Diese,1.600,1.585,Automatis,5
"Mercedes E320 3,0 CDi Avantgarde au",119800,364000,2006,224,13,250,Diese,1.900,1.650,Automatis,4
"Mercedes E400 3,0 stc. aut. 4Matic",414900,158000,2017,333,13,250,Benzin,2.100,1.820,Automatis,5
"Mercedes B200 1,8 CDi BE",139400,173000,2014,136,22,210,Diese,1.400,1.475,Manue,5
"Mercedes A200 d 2,0 AMG Line au",404900,4000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes C220 d 2,0 AMG Line au",469900,14000,2020,194,26,240,Diese,1.800,1.485,Automatis,4
"Mercedes A200 d 2,0 AMG Line au",404900,12000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",469900,16000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",364900,10000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",369900,11000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",409900,29000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",344900,21000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes C220 d 2,2 Business au",289900,87000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes C220 2,2 CDi Elegance stc. au",24900,659000,2006,150,14,212,Diese,1.500,1.500,Automatis,5
"Mercedes S320 3,2 CDi au",129999,253000,2004,204,13,235,Diese,2.100,1.825,Automatis,4
"Mercedes E350 d 3,0 Avantgarde stc. au",649900,69000,2017,258,19,250,Diese,2.100,1.800,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,619900,7000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes GLE350 d 3,0 AMG Line aut. 4Matic",669900,141000,2016,258,15,225,Diese,3.500,2.175,Automatis,5
Mercedes GLC43,829900,67000,2018,367,12,250,Benzin,2.460,1.845,Automatis,5
"Mercedes C220 d 2,2 stc. au",307500,95000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C450 3,0",499000,118000,2016,363,,,Benzin,,,Automatis,
"Mercedes GLE43 3,0 AMG Sport Coupé aut. 4Matic",989900,33000,2019,390,10,250,Benzin,3.500,2.140,Automatis,5
"Mercedes CLA220 d 2,0 AMG Line Shooting Brake au",529900,16000,2020,190,25,237,Diese,1.600,1.585,Automatis,5
"Mercedes CLA220 d 2,0 AMG Line au",499900,14000,2020,190,26,244,Diese,1.600,1.560,Automatis,4
"Mercedes CLA220 d 2,0 AMG Line au",464900,12000,2020,190,26,244,Diese,1.600,1.560,Automatis,4
"Mercedes CLA200 1,6 Shooting Brake au",309895,44000,2017,156,18,225,Benzin,1.400,1.460,Automatis,5
"Mercedes 220 SB 2,2",119800,0,1961,120,9,170,Benzin,,1.410,Manue,4
"Mercedes C220 2,2 CDi Classic au",69700,272000,2007,170,15,227,Diese,1.800,1.505,Automatis,4
"Mercedes C220 d 2,0 Avantgarde stc. au",399895,35000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",364900,10000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",374900,6000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",409900,15000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A200 d 2,0 Progressive Line au",334900,14000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A180 1,3 AMG Line au",334900,6000,2020,136,18,215,Benzin,1.600,1.265,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",499900,6000,2020,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",359900,68000,2018,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes C43 3,0 AMG stc. aut. 4Matic",639900,63000,2016,367,12,250,Benzin,1.800,1.735,Automatis,5
"Mercedes C220 d 2,0 CDI 9G-Tronic  9g Au",379200,59000,2019,194,25,240,Diese,,2.165,Automatis,4
"Mercedes 200 2,0 4-dørs",139500,60000,1982,80,,,Benzin,,,Manue,
"Mercedes CLA220 d 2,0 AMG Line Shooting Brake au",534900,7000,2020,190,25,237,Diese,1.600,1.585,Automatis,5
"Mercedes CLA200 d 2,0 AMG Line Shooting Brake au",489900,9000,2020,150,26,221,Diese,1.600,1.585,Automatis,5
"Mercedes B220 d 2,0 AMG Line au",439900,4000,2020,190,26,234,Diese,1.600,1.465,Automatis,5
"Mercedes B200 1,3 AMG Line au",414900,6000,2020,163,20,223,Benzin,1.600,1.310,Automatis,5
"Mercedes SLK250 1,8 aut. BE",394800,146000,2012,204,15,243,Benzin,,1.400,Automatis,2
"Mercedes C220 d 2,2 Avantgarde stc. au",289900,117000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
Mercedes CLS350 d,449900,165000,2016,258,16,247,Diese,2.100,1.995,Automatis,5
"Mercedes Vito 110 2,2 CDi Basic K",47000,225000,2011,95,13,146,Diese,1.800,1.800,,5
"Mercedes E250 2,2 CDi Avantgarde stc. au",249800,240000,2013,204,18,232,Diese,2.100,1.785,Automatis,5
"Mercedes E350 3,0 CDi Avantgarde aut. 4Matic BE",199800,262000,2010,231,14,245,Diese,2.100,1.790,Automatis,4
"Mercedes CLA45 2,0 AMG aut. 4Matic",449900,111000,2014,360,14,250,Benzin,,1.485,Automatis,4
"Mercedes E350 3,0 BlueTEC AMG Line stc. au",399999,86000,2013,252,16,245,Diese,2.100,1.855,Automatis,5
"Mercedes E350 3,0 BlueTEC AMG Line stc. aut. 4-M",419800,142000,2014,252,15,240,Diese,2.100,1.935,Automatis,5
"Mercedes GLK220 2,2 BlueTEC aut. 4-M",319900,152000,2014,170,16,205,Diese,2.400,1.825,Automatis,5
"Mercedes CLA200 1,3 AMG Line au",439900,10000,2020,163,20,229,Benzin,1.600,1.310,Automatis,4
"Mercedes C220 2,2 CDi Sportscoupé au",62900,181000,2002,143,15,215,Diese,1.500,1.400,Automatis,3
"Mercedes C220 d 2,2 Avantgarde au",249900,111000,2015,170,23,233,Diese,1.800,1.470,Automatis,4
Mercedes EQV300 Avantgarde aut. L,741196,0,2020,204,39,160,other,,2.635,Automatis,
Mercedes EQV300 Avantgarde aut. L,663772,0,2020,204,39,160,other,,2.635,Automatis,
Mercedes EQV300 Avantgarde aut. L,739024,0,2020,204,39,160,other,,2.635,Automatis,
Mercedes EQV300 Avantgarde aut. L,739028,0,2020,204,39,160,other,,2.635,Automatis,
Mercedes EQV300 Avantgarde aut. L,739024,0,2020,204,39,160,other,,2.635,Automatis,
Mercedes EQV300 Avantgarde aut. L,739024,0,2020,204,39,160,other,,2.635,Automatis,
"Mercedes E350 d 2,9 AMG Line au",714900,18000,2020,286,20,250,Diese,2.100,1.740,Automatis,4
Mercedes EQV300 Avantgarde aut. L,730120,0,2020,204,39,160,other,,2.635,Automatis,
"Mercedes SLK200 2,0",99000,160000,1998,135,,,Benzin,,,,
"Mercedes C220 d 2,2 stc. au",282500,130000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",424900,7000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes V220 d 2,0 Marco Polo au",718455,0,2020,163,18,,Diese,,,Automatis,
"Mercedes C180 1,6 BlueTEC Avantgarde stc. au",209700,162000,2015,116,23,200,Diese,1.600,1.485,Automatis,5
"Mercedes C220 d 2,1 T 2,1 Bluetec 7G-Tronic Plus 170HK Stc 7g Au",184800,157000,2014,170,20,,Diese,,,,5
"Mercedes GLA250 2,0 4-Matic 7G-DCT 211HK 5d 7g Au",160000,56000,2014,211,15,230,Benzin,1.500,,Automatis,5
Mercedes C200 d,269900,55000,2017,136,22,214,Diese,1.600,1.545,Manue,5
"Mercedes CLA35 2,0 AMG Shooting Brake aut. 4Matic",759900,10000,2020,306,15,250,Benzin,1.800,1.620,Automatis,5
"Mercedes CLA200 d 2,0 AMG Line Shooting Brake au",489900,13000,2020,150,26,221,Diese,1.600,1.585,Automatis,5
"Mercedes E200 d 2,0 stc",269900,363000,2016,150,24,217,Diese,2.100,1.760,Manue,5
"Mercedes GLA200 1,6 au",334900,55000,2017,156,18,215,Benzin,1.400,1.335,Automatis,5
"Mercedes B200 2,0 CDi",98900,194000,2010,140,18,200,Diese,1.500,1.335,Manue,5
"Mercedes C300 de 2,0 Avantgarde au",439900,22000,2020,306,34,250,Diese,1.800,1.895,Automatis,4
"Mercedes E350 3,0 CDi Avantgarde aut. BE",129000,389000,2009,231,15,250,Diese,2.100,1.725,Automatis,4
"Mercedes B180 d 1,5 au",169700,199000,2017,109,25,190,Diese,1.200,1.450,Automatis,5
"Mercedes E300 de 2,0 stc. aut. 4Matic",644900,3000,2021,306,30,230,Diese,2.100,2.215,Automatis,5
"Mercedes C200 2,0 AMG Line Coupé au",429900,52000,2018,184,16,235,Benzin,1.800,1.525,Automatis,2
"Mercedes S600 5,5 aut. lan",3619,150000,2011,517,,250,Benzin,2.100,2.080,Automatis,4
"Mercedes GLC350 d 3,0 AMG Line Coupé aut. 4Matic",699800,125000,2017,258,17,238,Diese,2.500,1.915,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4Matic",829900,25000,2017,367,12,250,Benzin,2.460,1.845,Automatis,5
"Mercedes E220 2,2 CDi Elegance stc. au",24700,575000,2003,143,14,202,Diese,2.100,1.600,Automatis,5
"Mercedes Vito 113 2,2 CDi Kombi L",169900,364000,2014,136,14,,Diese,,,Manue,
"Mercedes GLK220 2,2 CDi aut. 4Matic BE",174700,295000,2012,170,,205,Diese,2.400,1.825,Automatis,5
"Mercedes C200 2,2 CDi stc. aut. BE",85900,329000,2010,136,17,207,Diese,1.800,1.550,Automatis,5
"Mercedes C220 d 2,0 Avantgarde au",394900,18000,2020,194,22,240,Diese,1.800,1.485,Automatis,4
"Mercedes E220 2,2 CDi Avantgarde stc. au",199900,271000,2014,170,18,216,Diese,2.100,1.845,Automatis,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",489900,8000,2020,190,18,235,Benzin,1.800,1.405,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",369900,8000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes E350 3,0 BlueTEC Avantgarde stc. au",299900,237000,2014,252,17,245,Diese,2.100,1.855,Automatis,5
Mercedes Vito 115 CDI aut. 150HK,82900,780,2008,150,12,,Diese,2.000,,Automatis,5
"Mercedes GLC220 d 2,2 aut. 4Matic",429800,120000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes S350 d 3,0 aut. 4Matic lan",1399950,47000,2017,258,18,250,Diese,2.100,2.045,Automatis,4
"Mercedes E350 d 3,0 Exclusive stc. au",519800,84000,2017,258,17,250,Diese,2.100,1.940,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",539900,10000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",539900,10000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",559900,16000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes E250 2,0 stc. au",479900,20000,2017,211,16,243,Benzin,2.100,1.620,Automatis,5
"Mercedes C180 2,2 CDi stc. BE",159900,114000,2013,120,,201,Diese,1.800,1.515,,5
"Mercedes CLA250 2,0 au",309900,87000,2016,211,18,240,Benzin,1.500,1.380,Automatis,4
"Mercedes C200 d 1,6 stc. au",199900,124000,2016,136,23,212,Diese,1.600,1.480,Automatis,5
"Mercedes CLS350 3,0 CDi SB aut. BE",399800,111000,2014,265,17,250,Diese,2.100,1.810,Automatis,5
"Mercedes C220 d 2,0 Avantgarde au",369895,89000,2019,194,24,240,Diese,1.800,1.485,Automatis,4
"Mercedes V250 d 2,2 aut. ekstra lan",520000,204000,2017,190,17,206,Diese,2.000,2.070,Automatis,
"Mercedes V250 d 2,2 Avantgarde aut. ekstra lan",575000,211000,2017,190,17,206,Diese,2.000,2.070,Automatis,
"Mercedes V250 d 2,2 Avantgarde aut. lan",500000,252000,2017,190,17,206,Diese,2.000,2.045,Automatis,
"Mercedes V250 d 2,2 Avantgarde aut. ekstra lan",485000,278000,2016,190,17,206,Diese,2.000,2.070,Automatis,
"Mercedes CLA250 e 1,3 AMG Line Shooting Brake au",489900,7000,2020,218,36,235,Benzin,1.600,1.750,Automatis,5
"Mercedes CLA250 e 1,3 AMG Line au",489900,5000,2020,218,36,240,Benzin,1.600,1.725,Automatis,4
"Mercedes SL500 5,0 au",499900,77000,2002,306,8,250,Benzin,1.500,1.750,Automatis,2
"Mercedes GLC250 d 2,2 AMG Line Coupé aut. 4Matic",680000,21000,2017,204,18,222,Diese,2.250,1.845,Automatis,5
"Mercedes GLA45 2,0 AMG aut. 4-M",570000,79000,2014,360,13,250,Benzin,,1.485,Automatis,5
"Mercedes C43 3,0 AMG stc. aut. 4Matic",660000,56000,2017,367,13,250,Benzin,1.800,1.735,Automatis,5
"Mercedes SL500 5,0 au",250000,143000,2002,306,8,250,Benzin,1.500,1.750,Automatis,2
"Mercedes CLA220 d 2,2 Urban Shooting Brake au",299900,58000,2017,177,23,228,Diese,1.500,1.555,Automatis,5
Mercedes S560,1429900,51000,2018,469,11,250,Benzin,2.100,2.100,Automatis,4
"Mercedes C200 d 2,2 stc. au",219900,176000,2016,136,23,212,Diese,1.600,1.580,Automatis,5
"Mercedes C200 1,5 AMG Line au",464900,8000,2020,184,18,239,Benzin,1.800,1.405,Automatis,4
"Mercedes E220 d 2,0 Exclusive stc. au",425000,78000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C250 2,2 CDi aut. BE",46900,424000,2010,204,18,240,Diese,1.800,1.515,Automatis,4
"Mercedes E350 3,0 CDi stc. aut. BE",155000,204000,2010,231,14,240,Diese,2.100,1.825,Automatis,5
"Mercedes A200 d 2,0 Progressive Line au",334900,10000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",404900,12000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",394895,69000,2020,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes A160 1,6 Elegance",17900,263000,2002,102,14,180,Benzin,1.000,1.025,Manue,5
"Mercedes C200 2,0 au",279800,78000,2014,184,19,235,Benzin,1.600,1.465,Automatis,4
Mercedes V250 d,799900,7000,2020,190,19,205,Diese,2.500,3.100,Automatis,
Mercedes C220 BlueTEC stc. au,279800,122000,2015,170,23,,Diese,,,Automatis,5
"Mercedes B200 2,0 CDi au",109900,156000,2011,140,18,195,Diese,400,1.370,Automatis,5
"Mercedes A220 d 2,0 Progressive au",394900,13000,2020,190,26,246,Diese,1.600,1.540,Automatis,4
"Mercedes A200 d 2,0 Progressive Line au",354900,12000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",279900,103000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",285000,120000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes CLA220 d 2,2 Urban au",339900,38000,2017,177,24,232,Diese,1.500,1.525,Automatis,4
"Mercedes C220 d 2,0 Avantgarde stc. au",379895,51000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
Mercedes C220 d,419900,36000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",334700,71000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC220 d 2,0 AMG Line aut. 4Matic",739900,14000,2020,194,21,215,Diese,2.500,1.835,Automatis,5
"Mercedes GLC220 d 2,0 AMG Line aut. 4Matic",699900,20000,2020,194,21,215,Diese,2.500,1.835,Automatis,5
"Mercedes GLE450 3,0 AMG Line aut. 4Matic",1189900,11000,2020,367,13,250,Benzin,2.700,2.020,Automatis,5
"Mercedes GLE450 3,0 AMG Line aut. 4Matic",1149900,19000,2020,367,13,250,Benzin,2.700,2.020,Automatis,5
"Mercedes ML350 3,5 aut. 4-M BE",640000,54000,2015,306,12,235,Benzin,3.500,2.030,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",504900,10000,2020,194,25,233,Diese,1.800,1.545,Automatis,5
"Mercedes E350 d 2,9 AMG Line stc. au",824900,35000,2020,286,20,250,Diese,2.100,1.835,Automatis,5
"Mercedes C-Klasse 2,0 200 Stationcar 9G-TRONIC",389900,39600,2017,184,17,235,Benzin,,2.080,Automatis,5
"Mercedes C220 d 2,2 stc. au",267500,150000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC350 d 3,0 AMG Line Coupé aut. 4-M",729900,84000,2017,258,17,238,Diese,2.500,1.915,Automatis,5
"Mercedes E300 2,0 Avantgarde au",442500,57000,2018,245,16,250,Benzin,2.100,1.655,Automatis,4
Mercedes EQV300 Avantgarde aut. L,796200,1000,2020,204,38,160,other,,2.635,Automatis,
"Mercedes A200 d 2,2 Edition au",274900,51000,2018,136,25,210,Diese,1.500,1.385,Automatis,5
"Mercedes A180 1,6 Style",159700,126000,2013,122,18,202,Benzin,1.200,1.270,Manue,5
"Mercedes GLB200 d 2,0 Progressive Line au",494900,17000,2020,150,22,204,Diese,1.800,1.680,Automatis,5
"Mercedes CLS400 d 2,9 aut. 4Matic",1199000,39000,2019,340,17,250,Diese,1.900,1.935,Automatis,4
"Mercedes E220 d 2,0 Avantgarde au",322500,208000,2017,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes C220 d 2,2 stc. au",332500,67000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,1",145000,245000,2013,168,,,Diese,,,Automatis,
"Mercedes C200 1,5 AMG Line stc. au",489900,10000,2020,184,18,235,Benzin,1.800,1.465,Automatis,5
"Mercedes A200 d 2,0 Progressive Line au",354900,14000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes E230 T 2,3 150HK Stc",39900,485000,1996,,10,,,,,Automatis,
"Mercedes A200 1,3 AMG Line au",364900,12000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes AMG GT R 4,0 2020 Mercedes-Benz AMG GT R Coupe",130500,3924,2020,585,,,Benzin,,,Automatis,
"Mercedes E200 2,2 BlueTEC Edition E stc. au",,404000,2016,136,21,203,Diese,2.100,1.745,Automatis,5
"Mercedes 300 E-24 3,0 Sportline au",89900,278000,1990,220,10,232,Benzin,1.900,1.480,Automatis,4
"Mercedes A180 1,8 CDi Urban au",189700,173000,2013,109,23,190,Diese,1.200,1.375,Automatis,5
"Mercedes C250 d 2,2 AMG Line stc. aut. 4-M",319700,234000,2015,204,19,235,Diese,1.800,1.710,Automatis,5
"Mercedes C300 de 2,0 Avantgarde stc. au",474900,22000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",464900,14000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 Avantgarde stc. au",489900,15000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 Avantgarde stc. au",489900,13000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C220 d 2,2 Classic",90000,72000,2008,170,,,Diese,,,Automatis,
"Mercedes GLE350 d 3,0 D 4-Matic 9G-Tronic 258HK 5d 9g Au",676757,64555,2016,258,15,,Diese,,,,5
"Mercedes A200 d 2,2 Urban",204900,110000,2016,136,23,210,Diese,1.500,1.355,Manue,5
"Mercedes S500 4,7 Coupé aut. 4Matic",879900,118000,2014,455,10,250,Benzin,,1.890,Automatis,2
"Mercedes B200 1,6 aut. BE",,108000,2012,156,17,220,Benzin,1.400,1.325,Automatis,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",439900,20000,2020,190,17,235,Benzin,1.800,1.405,Automatis,5
"Mercedes E350 3,0 CDi Avantgarde stc. aut. 4Matic BE",279900,244000,2012,265,14,247,Diese,2.100,1.910,Automatis,5
"Mercedes A45 2,0 AMG aut. 4Matic",619900,60000,2017,381,14,250,Benzin,,1.455,Automatis,5
"Mercedes 190 2,5 D",49900,233000,1991,94,12,,Diese,1.500,1.230,Manue,4
"Mercedes E200 2,2 BlueTEC Edition E stc. au",,353000,2016,136,21,203,Diese,2.100,1.745,Automatis,5
"Mercedes B180 2,0 CDi",98900,192000,2011,109,19,183,Diese,1.500,1.335,Manue,5
"Mercedes A200 1,3 Progressive Line au",339900,8000,2020,163,20,225,Benzin,1.600,1.375,Automatis,5
"Mercedes R350 3,0 CDi aut. 4Matic BE",339900,131000,2012,265,12,222,Diese,2.100,2.250,Automatis,5
"Mercedes C220 d 2,0 AMG Line au",489900,22000,2020,194,25,240,Diese,1.800,1.485,Automatis,4
"Mercedes C220 d 2,2 au",259900,97000,2016,170,23,233,Diese,1.800,1.470,Automatis,4
"Mercedes E350 d 2,9 AMG Line stc. au",679900,23000,2020,286,20,250,Diese,2.100,1.835,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",439900,26000,2020,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes CLA200 1,3 AMG Line Shooting Brake au",439900,10000,2020,163,20,226,Benzin,1.600,1.445,Automatis,5
"Mercedes E220 d 2,0 Avantgarde au",317500,208000,2017,194,26,240,Diese,2.100,1.680,Automatis,4
Mercedes E220 d Avantgarde stc. au,379800,159000,2017,194,24,,Diese,,,,5
"Mercedes GLE43 3,0 AMG aut. 4Matic",699800,112000,2017,367,12,250,Benzin,3.500,2.180,Automatis,5
"Mercedes C220 d 2,2 stc. au",237500,151000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 AMG Line au",322500,100000,2018,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes C220 d 2,2 au",322500,70000,2018,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes CLS500 5,0 au",178800,285000,2005,306,9,250,Benzin,1.900,1.710,Automatis,4
"Mercedes C200 d 2,2 AMG Line au",329500,105000,2016,136,22,216,Diese,1.600,1.505,Automatis,4
"Mercedes C220 d 2,2 au",315000,58000,2018,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes A200 d 2,0 AMG Line au",379900,13000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",419900,13000,2020,190,27,246,Diese,1.600,1.540,Automatis,4
"Mercedes A220 d 2,0 AMG Line au",404900,12000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A180 d 1,5 AMG Line au",299880,63000,2017,109,26,190,Diese,1.200,1.325,Automatis,5
"Mercedes CLS250 2,2 CDi aut. BE",329900,115000,2014,204,19,242,Diese,,1.685,,4
"Mercedes A200 1,3 Progressive Line au",314880,48000,2018,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes C350 e 2,0 stc. au",349800,103000,2015,279,30,246,Benzin,1.600,1.765,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde stc. aut. BE",139900,404000,2010,170,16,216,Diese,2.100,1.745,Automatis,5
"Mercedes C200 d 2,1 T 2,1 CDI BlueEfficiency 136HK Stc 7g Au",139900,396000,2014,136,,,Diese,1.800,,,5
"Mercedes CLA200 1,6 Urban",224600,70000,2013,156,18,230,Benzin,1.400,1.295,Manue,4
"Mercedes E220 d 2,0 Avantgarde stc. au",479900,27000,2019,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes V250 d 2,2 Avantgarde aut. ekstra lan",500000,340000,2016,190,17,206,Diese,2.000,2.070,Automatis,
"Mercedes E220 d 2,0 Avantgarde stc. au",362500,134000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
